# X , Y0 , E0 , DX0
0.00414139	0	0	0.0006973
0.00980546	0.839666	0.119338	0.00146718
0.0154695	0.872288	0.0124548	0.00160108
0.0211336	0.771291	0.00608032	0.00171659
0.0267977	0.779844	0.00584895	0.00179788
0.0324617	0.763862	0.00289968	0.00183747
0.0381258	0.762807	0.00250606	0.00185556
0.0437899	0.769158	0.0023158	0.00187092
0.0494539	0.774353	0.00217051	0.00189549
0.055118	0.779051	0.00206502	0.00192322
0.0607821	0.783988	0.00199346	0.00194834
0.0664462	0.788394	0.00191592	0.00197218
0.0721102	0.799954	0.00185419	0.00199525
0.0777743	0.817395	0.00181833	0.0020201
0.0834384	0.866917	0.00181702	0.00205857
0.0891024	1.03426	0.00194307	0.00210565
0.0947665	1.75415	0.00247354	0.00210847
0.100431	3.88834	0.00355379	0.0020739
0.106095	5.86189	0.00423874	0.00208499
0.111759	3.91167	0.00342625	0.00215607
0.117423	1.65151	0.00223885	0.00219863
0.123087	0.998641	0.00168937	0.00220264
0.128751	0.870044	0.00153105	0.00222152
0.134415	0.828756	0.00146316	0.00224851
0.140079	0.813749	0.00141887	0.00227667
0.145743	0.802404	0.00137864	0.00230697
0.151407	0.795499	0.00135045	0.00234225
0.157071	0.795526	0.00133815	0.00238172
0.162735	0.792443	0.00132204	0.00242473
0.168399	0.792467	0.00131926	0.00247006
0.174063	0.790203	0.00132969	0.00251623
0.179728	0.791931	0.00134456	0.00256307
0.185392	0.799078	0.00137789	0.00261029
0.191056	0.811523	0.00142934	0.00265917
0.19672	0.85696	0.00152032	0.0027088
0.202384	0.966664	0.0016869	0.00275261
0.208048	1.18158	0.00201277	0.00278997
0.213712	1.32077	0.0024355	0.00283271
0.219376	1.14549	0.00255636	0.00288267
0.22504	0.904654	0.00295387	0.00292916
0.230704	0.82116	0.0037402	0.00297058
0.236368	0.806183	0.00476748	0.00301048
0.242032	0.799045	0.00668502	0.00304968
0.247696	0.807627	0.00909221	0.00308828
0.25336	0.8007	0.01082	0.00312583
0.259025	0.816052	0.0148154	0.00316186
0.264689	0.815088	0.0146793	0.00319651
0.270353	0.773095	0.0059052	0.00323096
0.276017	0.815165	0.0109647	0.00326471
0.281681	0.805143	0.00686127	0.00329752
0.287345	0.809206	0.00536299	0.00333034
0.293009	0.809205	0.00437964	0.00336277
0.298673	0.818726	0.00375118	0.00339474
0.304337	0.848689	0.0108002	0.00342677
0.310001	0.913451	0.00585436	0.00345747
0.315665	0.992669	0.00459741	0.00348668
0.321329	1.00067	0.0147618	0.00351669
0.326993	0.985309	0.0064121	0.0035477
0.332657	0.893149	0.00451365	0.00357913
0.338322	0.816774	0.00847864	0.00360931
0.343986	0.800267	0.0049473	0.00363752
0.34965	0.801266	0.0146061	0.00366543
0.355314	0.799091	0.00578175	0.00369286
0.360978	0.776477	0.0195409	0.00371844
0.366642	0.783606	0.00584746	0.00374394
0.372306	0.794399	0.0214145	0.00377052
0.37797	0.785419	0.0060441	0.00379762
0.383634	0.791121	0.0166873	0.00382484
0.389298	0.789258	0.00610313	0.00385205
0.394962	0.780718	0.0118382	0.0038797
0.400626	0.799842	0.00633724	0.00390714
0.40629	0.814248	0.00942271	0.00393381
0.411954	0.80634	0.00642677	0.00396069
0.417618	0.809366	0.00791452	0.0039883
0.423283	0.808782	0.0142774	0.00401591
0.428947	0.833712	0.0079322	0.00404332
0.434611	0.820557	0.00978686	0.00407114
0.440275	0.827457	0.0264806	0.00409916
0.445939	0.810763	0.00926239	0.00412726
0.451603	0.792448	0.0115749	0.00415567
0.457267	0.87812	0.0377463	0.00418354
0.462931	0.785676	0.0111798	0.00421158
0.468595	0.786533	0.0135831	0.00423994
0.474259	0.823225	0.0260168	0.0042679
0.479923	0.813406	0.0139878	0.00429692
0.485587	0.789382	0.0164918	0.00432568
0.491251	0.796994	0.0209683	0.00435324
0.496915	0.729673	0.0656903	0.00438172
0.50258	0.798329	0.0210876	0.00440881
0.508244	0.781208	0.024748	0.00443673
0.513908	0.828934	0.0377736	0.0044657
0.519572	0.740611	0.105977	0.00449469
0.525236	0.761932	0.0347367	0.00452666
0.5309	0.858497	0.0467846	0.00455732
0.536564	0.858138	0.0709892	0.00458566
0.542228	0.728614	0.163933	0.00461404
0.547892	0	0	0.00464591
0.553556	0	0	0.00233179
0.55922	0	0	0
0.564884	0	0	0
